RefSeq Predicted Protein ID [e.g. XP_001720922]	Associated Gene Name
XP_006521252	Prpf40b
XP_006521254	Prpf40b
XP_006521245	Prpf40b
XP_006521246	Prpf40b
XP_006521247	Prpf40b
XP_006521253	Prpf40b
XP_006521242	Prpf40b
XP_006521243	Prpf40b
XP_006541495	Xpnpep2
XP_006534256	Rnf167
XP_006534257	Rnf167
XP_006538675	Mfap2
XP_011240251	9430038I01Rik
XP_006508392	9430038I01Rik
XP_011239785	Setd5
XP_006506748	Setd5
XP_006506740	Setd5
XP_011239782	Setd5
XP_011239783	Setd5
XP_011239786	Setd5
XP_011239787	Setd5
XP_011239784	Setd5
XP_006520975	Csmd3
XP_011243912	Csmd3
XP_011243913	Csmd3
XP_006520972	Csmd3
XP_006520973	Csmd3
XP_006513239	Col18a1
XP_006513237	Col18a1
XP_006513238	Col18a1
XP_011241648	Col18a1
XP_006513236	Col18a1
XP_006509600	Slc5a5
XP_006538787	Tnfrsf4
XP_006504249	Htra3
XP_006528201	Nono
XP_011245932	Nono
XP_006538883	Tmem201
XP_006538884	Tmem201
XP_006537132	Tmem201
XP_006538885	Tmem201
XP_006536082	Tmem201
XP_006537133	Tmem201
XP_006538886	Tmem201
XP_011246394	Clasp1
XP_011246398	Clasp1
XP_011246403	Clasp1
XP_006530005	Clasp1
XP_011246405	Clasp1
XP_011246408	Clasp1
XP_006530012	Clasp1
XP_011246410	Clasp1
XP_006530006	Clasp1
XP_011246401	Clasp1
XP_011246404	Clasp1
XP_011246407	Clasp1
XP_011246406	Clasp1
XP_006530000	Clasp1
XP_006530001	Clasp1
XP_006530002	Clasp1
XP_006530011	Clasp1
XP_011246393	Clasp1
XP_011246396	Clasp1
XP_011246397	Clasp1
XP_006529983	Clasp1
XP_006529985	Clasp1
XP_011246399	Clasp1
XP_011246400	Clasp1
XP_011246402	Clasp1
XP_006529992	Clasp1
XP_011246411	Clasp1
XP_011246395	Clasp1
XP_006529987	Clasp1
XP_006529998	Clasp1
XP_011246409	Clasp1
XP_006530004	Clasp1
XP_006520341	Prr5
XP_006520344	Prr5
XP_006532050	Scn4a
XP_006532051	Scn4a
XP_006532159	Cbr2
XP_006514856	Cpeb4
XP_011236595	Gm8300
XP_011236488	Gm8300
XP_006500159	Fam98b
XP_006508232	Phkg2
XP_006508235	Phkg2
XP_006508230	Phkg2
XP_006508233	Phkg2
XP_006508234	Phkg2
XP_011240193	Phkg2
XP_011248959	Zfp111
XP_011236859	Smarcal1
XP_006496208	Smarcal1
XP_006496204	Smarcal1
XP_006496206	Smarcal1
XP_006496205	Smarcal1
XP_006496207	Smarcal1
XP_006496745	Uhmk1
XP_006521185	Nckap5l
XP_006521186	Nckap5l
XP_006510185	Smarca4
XP_006510182	Smarca4
XP_011240738	Smarca4
XP_006510183	Smarca4
XP_011240736	Smarca4
XP_011240737	Smarca4
XP_011240739	Smarca4
XP_011240740	Smarca4
XP_006510180	Smarca4
XP_006496726	Fmo1
XP_006496725	Fmo1
XP_006519355	Ap3m1
XP_006519356	Ap3m1
XP_006529192	Elk4
XP_006529193	Elk4
XP_006529190	Elk4
XP_006529189	Elk4
XP_006529191	Elk4
XP_006534178	Lyzl6
XP_006533918	Sectm1b
XP_006533916	Sectm1b
XP_006533917	Sectm1b
XP_006496470	Epha4
XP_006496471	Epha4
XP_006502835	Grik3
XP_006512229	Tgm4
XP_006521808	Chrd
XP_011244119	Chrd
XP_006521810	Chrd
XP_011244116	Chrd
XP_011244117	Chrd
XP_011244118	Chrd
XP_011244120	Chrd
XP_011243626	Dab2
XP_006520023	Dab2
XP_006520024	Dab2
XP_006517731	Homer1
XP_006505527	Cd8a
XP_006505528	Cd8a
XP_006528402	Yipf6
XP_006528401	Yipf6
XP_006528400	Yipf6
XP_006498960	Nfs1
XP_006520808	Tg
XP_006520809	Tg
XP_011246115	Trpc5
XP_006535506	Ythdf3
XP_006535507	Ythdf3
XP_006535505	Ythdf3
XP_006533222	Ubb
XP_006510928	Pstpip1
XP_006510929	Pstpip1
XP_011240979	Pstpip1
XP_006505887	Creb3l2
XP_006513296	Gna15
XP_006513297	Gna15
XP_011237951	Gm14085
XP_006518451	Rcbtb2
XP_011243193	Rcbtb2
XP_006518449	Rcbtb2
XP_011243194	Rcbtb2
XP_006518445	Rcbtb2
XP_006518447	Rcbtb2
XP_006518448	Rcbtb2
XP_006518446	Rcbtb2
XP_011245599	Dclre1a
XP_006527281	Dclre1a
XP_006527279	Dclre1a
XP_006527280	Dclre1a
XP_011244313	Ube2v2
XP_006500649	Tcea2
XP_006500650	Tcea2
XP_006505204	Fscn3
XP_011244208	Nlrc3
XP_011244204	Nlrc3
XP_011244205	Nlrc3
XP_011244206	Nlrc3
XP_006532039	Fam64a
XP_006531796	Sf1
XP_006531797	Sf1
XP_006531798	Sf1
XP_006531799	Sf1
XP_006531801	Sf1
XP_006531800	Sf1
XP_006531803	Sf1
XP_006536820	Scube3
XP_006524386	Scube3
XP_006524387	Scube3
XP_011244779	Scube3
XP_011243841	Scube3
XP_006502321	Snx27
XP_006505257	Ssmem1
XP_006505258	Ssmem1
XP_006534199	Wnk4
XP_006534200	Wnk4
XP_006534201	Wnk4
XP_006534202	Wnk4
XP_011247544	Wnk4
XP_006534204	Wnk4
XP_006520874	Sun2
XP_006502356	Nup210l
XP_006502357	Nup210l
XP_006502358	Nup210l
XP_006502359	Nup210l
XP_006502360	Nup210l
XP_006502361	Nup210l
XP_006510224	Ccdc67
XP_006510225	Ccdc67
XP_006510226	Ccdc67
XP_011240759	Ccdc67
XP_006510227	Ccdc67
XP_011240760	Ccdc67
XP_006510228	Ccdc67
XP_006510229	Ccdc67
XP_006510222	Ccdc67
XP_006510223	Ccdc67
XP_006501071	Gnat2
XP_006530524	Acad10
XP_006530522	Acad10
XP_011246543	Acad10
XP_006530523	Acad10
XP_006530525	Acad10
XP_006530521	Acad10
XP_006501466	Chil6
XP_011248960	Zfp109
XP_006540298	Zfp109
XP_011248961	Zfp109
XP_011249356	Gm35134
XP_011249817	Gm35134
XP_006498708	Cd44
XP_006498709	Cd44
XP_006498712	Cd44
XP_006498710	Cd44
XP_006501449	Otud7b
XP_011238401	Otud7b
XP_006501448	Otud7b
XP_011238399	Otud7b
XP_006501452	Otud7b
XP_011238400	Otud7b
XP_001472815	Gm20772
XP_011249349	Gm20772
XP_011248184	Gm20772
XP_011249353	Gm20772
XP_011245947	Snx12
XP_011245948	Snx12
XP_006528360	Gdpd2
XP_006528358	Gdpd2
XP_006528359	Gdpd2
XP_006540194	Nlrp12
XP_006505126	Zc3hc1
XP_001472815	Gm20831
XP_011249349	Gm20831
XP_011248184	Gm20831
XP_006500210	Lnp
XP_006500209	Lnp
XP_006500208	Lnp
XP_011239602	Cyp26b1
XP_006506035	Cyp26b1
XP_011241384	Ipcef1
XP_011241382	Ipcef1
XP_011241383	Ipcef1
XP_006527373	Fam45a
XP_006527374	Fam45a
XP_006527372	Fam45a
XP_006538259	Ubap1
XP_006538260	Ubap1
XP_006543162	Xrcc4
XP_006543163	Xrcc4
XP_006543164	Xrcc4
XP_006517106	Xrcc4
XP_006517105	Xrcc4
XP_006517104	Xrcc4
XP_006522490	Litaf
XP_006536363	Camkk1
XP_006536364	Camkk1
XP_006533824	Camkk1
XP_006533823	Camkk1
XP_006521088	Gsdmc3
XP_011243950	Gsdmc3
XP_006535361	Gm6351
XP_006535377	Gm6351
XP_006536450	Gm6351
XP_011247878	Asphd2
XP_011247875	Asphd2
XP_011247874	Asphd2
XP_011247879	Asphd2
XP_011247872	Asphd2
XP_011247873	Asphd2
XP_011247876	Asphd2
XP_011247877	Asphd2
XP_011247871	Asphd2
XP_006513926	Sirt6
XP_006513924	Sirt6
XP_006510830	Ube2q2
XP_006510831	Ube2q2
XP_006528962	A830080D01Rik
XP_006528963	A830080D01Rik
XP_011246139	A830080D01Rik
XP_006508805	Stxbp2
XP_006508806	Stxbp2
XP_006508809	Stxbp2
XP_011239791	1700074P13Rik
XP_006506756	1700074P13Rik
XP_006506753	1700074P13Rik
XP_006506755	1700074P13Rik
XP_006506751	1700074P13Rik
XP_011239790	1700074P13Rik
XP_006506752	1700074P13Rik
XP_006506750	1700074P13Rik
XP_006506754	1700074P13Rik
XP_006505939	Tbxas1
XP_006505940	Tbxas1
XP_006505941	Tbxas1
XP_011239582	Tbxas1
XP_011244646	Zfp947
XP_006526966	Tectb
XP_011246296	Rnasel
XP_006529591	Rnasel
XP_011246295	Rnasel
XP_006529590	Rnasel
XP_006529593	Rnasel
XP_006529588	Rnasel
XP_011246297	Rnasel
XP_006527642	Tbc1d25
XP_006505311	Wdr91
XP_006505312	Wdr91
XP_006505313	Wdr91
XP_006505314	Wdr91
XP_006505315	Wdr91
XP_006505309	Wdr91
XP_006505310	Wdr91
XP_011249572	Eif5a
XP_011247360	Eif5a
XP_006534089	Slc25a11
XP_011248247	Pax5
XP_011248248	Pax5
XP_006537736	Pax5
XP_006537737	Pax5
XP_006519549	Synpo2l
XP_011243471	Synpo2l
XP_006519553	Synpo2l
XP_006519550	Synpo2l
XP_006519552	Synpo2l
XP_006519551	Synpo2l
XP_006524910	Cebpzos
XP_006529831	Stk25
XP_006498936	Mybl2
XP_006498938	Mybl2
XP_006498939	Mybl2
XP_006498941	Mybl2
XP_011248335	Zfp462
XP_006537979	Zfp462
XP_006537978	Zfp462
XP_006537980	Zfp462
XP_006537981	Zfp462
XP_006537982	Zfp462
XP_011248333	Zfp462
XP_011248334	Zfp462
XP_011248337	Zfp462
XP_011248338	Zfp462
XP_011248336	Zfp462
XP_006528971	Tspyl2
XP_006520239	Cmbl
XP_006520240	Cmbl
XP_006506277	Fam21
XP_006506278	Fam21
XP_006506200	Chrm2
XP_011239661	Chrm2
XP_006506199	Chrm2
XP_006521160	Gsdmc2
XP_011243977	Gsdmc2
XP_011243978	Gsdmc2
XP_011243979	Gsdmc2
XP_006521161	Gsdmc2
XP_011243973	Gsdmc2
XP_011243970	Gsdmc2
XP_011243974	Gsdmc2
XP_011243968	Gsdmc2
XP_011243971	Gsdmc2
XP_011243976	Gsdmc2
XP_011243969	Gsdmc2
XP_011243972	Gsdmc2
XP_011243975	Gsdmc2
XP_006521159	Gsdmc2
XP_006539743	Rps19
XP_006539744	Rps19
XP_006504256	Trmt44
XP_006528641	Serpina7
XP_006528642	Serpina7
XP_006528640	Serpina7
XP_011246014	Dach2
XP_011246016	Dach2
XP_011246017	Dach2
XP_011246018	Dach2
XP_011246019	Dach2
XP_011246015	Dach2
XP_006528476	Dach2
XP_006528479	Dach2
XP_011246012	Dach2
XP_011246013	Dach2
XP_011239468	Atp2b2
XP_011239471	Atp2b2
XP_011239472	Atp2b2
XP_011239467	Atp2b2
XP_011239469	Atp2b2
XP_011239470	Atp2b2
XP_011239466	Atp2b2
XP_011239465	Atp2b2
XP_011239464	Atp2b2
XP_011239463	Atp2b2
XP_006511835	Amotl2
XP_006511834	Amotl2
XP_006511836	Amotl2
XP_011240972	Myo6
XP_011240969	Myo6
XP_011240970	Myo6
XP_011240971	Myo6
XP_006510899	Myo6
XP_006510898	Myo6
XP_006510901	Myo6
XP_006497713	Dnm1
XP_006497716	Dnm1
XP_006497724	Dnm1
XP_006497718	Dnm1
XP_006497712	Dnm1
XP_006497714	Dnm1
XP_006497715	Dnm1
XP_006497725	Dnm1
XP_006497717	Dnm1
XP_006497721	Dnm1
XP_006497722	Dnm1
XP_006497723	Dnm1
XP_006506721	Slc37a3
XP_006506724	Slc37a3
XP_006506722	Slc37a3
XP_011239779	Slc37a3
XP_006506726	Slc37a3
XP_006506729	Slc37a3
XP_006506727	Slc37a3
XP_006506728	Slc37a3
XP_006506730	Slc37a3
XP_011245643	Arhgap19
XP_011245644	Arhgap19
XP_011245646	Arhgap19
XP_011245645	Arhgap19
XP_006497680	Abi1
XP_006497682	Abi1
XP_006497681	Abi1
XP_006497683	Abi1
XP_011239339	B630005N14Rik
XP_011249441	Ptpn22
XP_011238343	Ptpn22
XP_011238344	Ptpn22
XP_006501213	Ptpn22
XP_011238342	Ptpn22
XP_006501212	Ptpn22
XP_006501211	Ptpn22
XP_011248070	Actr3b
XP_006535777	Actr3b
XP_006535776	Actr3b
XP_011238438	Sh3d19
XP_006501613	Sh3d19
XP_006501609	Sh3d19
XP_011238437	Sh3d19
XP_006535871	Speer4f1
XP_006504067	N4bp2
XP_006504071	N4bp2
XP_006504066	N4bp2
XP_011239054	N4bp2
XP_006504068	N4bp2
XP_006504069	N4bp2
XP_006504070	N4bp2
XP_006511105	Tpm1
XP_006511104	Tpm1
XP_006511108	Tpm1
XP_006511106	Tpm1
XP_006511109	Tpm1
XP_006511107	Tpm1
XP_006511114	Tpm1
XP_011241017	Tpm1
XP_011241018	Tpm1
XP_006511112	Tpm1
XP_006511102	Tpm1
XP_006511103	Tpm1
XP_006511113	Tpm1
XP_006533819	Tmem235
XP_006517477	Tspan17
XP_011242877	Tspan17
XP_011245823	Emd
XP_003688831	Mup18
XP_006537578	Mup18
XP_006533896	Zmynd15
XP_006533897	Zmynd15
XP_006533898	Zmynd15
XP_006533892	Zmynd15
XP_006533893	Zmynd15
XP_011249573	Zmynd15
XP_006537255	Zmynd15
XP_006537256	Zmynd15
XP_011247462	Zmynd15
XP_011247461	Zmynd15
XP_006533894	Zmynd15
XP_006537257	Zmynd15
XP_006537258	Zmynd15
XP_006533895	Zmynd15
XP_006498929	Meis2
XP_006498927	Meis2
XP_006498930	Meis2
XP_006498933	Meis2
XP_006498934	Meis2
XP_006498928	Meis2
XP_011237640	Meis2
XP_006537689	Invs
XP_006537691	Invs
XP_006537692	Invs
XP_006537696	Invs
XP_011248239	Invs
XP_006537693	Invs
XP_006537694	Invs
XP_006537695	Invs
XP_006537697	Invs
XP_006537698	Invs
XP_011242843	Rgs14
XP_006500702	Rtel1
XP_006500696	Rtel1
XP_006500698	Rtel1
XP_006500697	Rtel1
XP_006500699	Rtel1
XP_006500701	Rtel1
XP_006500704	Rtel1
XP_006500705	Rtel1
XP_006500700	Rtel1
XP_006500703	Rtel1
XP_006500706	Rtel1
XP_006517984	Dnase1l3
XP_006537779	Esrp1
XP_006537781	Esrp1
XP_006537783	Esrp1
XP_006537778	Esrp1
XP_006537784	Esrp1
XP_006537780	Esrp1
XP_011246048	Armcx6
XP_006528617	Armcx6
XP_011246047	Armcx6
XP_006511596	C2cd4b
XP_011238445	Fnip2
XP_006501657	Fnip2
XP_011236368	Gm5114
XP_006544806	Gm5114
XP_006540569	Gm5114
XP_001480278	Gm5114
XP_003688880	Gm5114
XP_003688882	Gm5114
XP_006541020	Gm5114
XP_001472050	Gm5114
XP_001004349	Gm5114
XP_001472451	Gm5114
XP_006498842	Gnas
XP_006498843	Gnas
XP_006498838	Gnas
XP_006498841	Gnas
XP_006498839	Gnas
XP_006498837	Gnas
XP_006498840	Gnas
XP_011242790	Fbp1
XP_006516140	Ifi27
XP_006516139	Ifi27
XP_006500973	Abca4
XP_006500974	Abca4
XP_006510920	Plscr2
XP_011240977	Plscr2
XP_006528004	Tsx
XP_006528003	Tsx
XP_011238078	Chd6
XP_006500244	Chd6
XP_011238079	Chd6
XP_011238080	Chd6
XP_006539509	Zfp575
XP_006512245	Fbxw14
XP_006512247	Fbxw14
XP_006510939	Rnf7
XP_006517691	Arl15
XP_011242957	Arl15
XP_006517693	Arl15
XP_006537189	Dlg4
XP_006532206	Dlg4
XP_006532207	Dlg4
XP_006532212	Dlg4
XP_006532213	Dlg4
XP_006537184	Dlg4
XP_006537185	Dlg4
XP_006537190	Dlg4
XP_006537191	Dlg4
XP_006532204	Dlg4
XP_006532205	Dlg4
XP_006532210	Dlg4
XP_006532211	Dlg4
XP_006537183	Dlg4
XP_006537188	Dlg4
XP_006504511	Rabgef1
XP_006504509	Rabgef1
XP_006504510	Rabgef1
XP_006532716	Slc2a4
XP_006532717	Slc2a4
XP_006537207	Slc2a4
XP_011247141	Slc2a4
XP_011238223	Cdh4
XP_011238224	Cdh4
XP_006538051	Ccdc171
XP_006538052	Ccdc171
XP_006538055	Ccdc171
XP_006538053	Ccdc171
XP_006538054	Ccdc171
XP_006538056	Ccdc171
XP_006538057	Ccdc171
XP_006504318	Lnx1
XP_011239121	Lnx1
XP_011239120	Lnx1
XP_006504317	Lnx1
XP_006503441	Smap2
XP_011247412	Arhgef15
XP_011247419	Arhgef15
XP_011247420	Arhgef15
XP_011247421	Arhgef15
XP_011247424	Arhgef15
XP_006533729	Arhgef15
XP_011247417	Arhgef15
XP_011247418	Arhgef15
XP_011247422	Arhgef15
XP_011247423	Arhgef15
XP_006533727	Arhgef15
XP_006500135	Cstf1
XP_006513260	Ddit3
XP_006501977	Prpf38b
XP_006502918	Pde4b
XP_006502919	Pde4b
XP_006502920	Pde4b
XP_006514301	Grip1
XP_006514298	Grip1
XP_006514302	Grip1
XP_006514305	Grip1
XP_006514299	Grip1
XP_006514300	Grip1
XP_006514296	Grip1
XP_006514294	Grip1
XP_006514295	Grip1
XP_006514297	Grip1
XP_006514303	Grip1
XP_006514306	Grip1
XP_011245884	Arhgef9
XP_011245885	Arhgef9
XP_006528055	Arhgef9
XP_006523957	Kdm4b
XP_006523958	Kdm4b
XP_006523959	Kdm4b
XP_006523960	Kdm4b
XP_006523961	Kdm4b
XP_006523962	Kdm4b
XP_006523956	Kdm4b
XP_006533666	Myo18a
XP_006533667	Myo18a
XP_011247392	Myo18a
XP_011247394	Myo18a
XP_006533664	Myo18a
XP_006533659	Myo18a
XP_006533660	Myo18a
XP_011247393	Myo18a
XP_006533665	Myo18a
XP_006533676	Myo18a
XP_011247391	Myo18a
XP_006533670	Myo18a
XP_006533657	Myo18a
XP_006533661	Myo18a
XP_006533663	Myo18a
XP_006533673	Myo18a
XP_006533674	Myo18a
XP_006533675	Myo18a
XP_006533654	Myo18a
XP_006533655	Myo18a
XP_006533656	Myo18a
XP_006533658	Myo18a
XP_006533671	Myo18a
XP_006533672	Myo18a
XP_006533677	Myo18a
XP_006533669	Myo18a
XP_006519141	Duxbl1
XP_011243383	Duxbl1
XP_011243385	Duxbl1
XP_006519142	Duxbl1
XP_011243384	Duxbl1
XP_006519140	Duxbl1
XP_006497037	Mpzl1
XP_006529326	Rab17
XP_006501469	Slc6a17
XP_006501470	Slc6a17
XP_003688854	Gm21663
XP_006520074	Ugt3a1
XP_006543478	Bloc1s1
XP_006526464	Bloc1s1
XP_006513292	Bloc1s1
XP_006534968	Gak
XP_006534969	Gak
XP_006534970	Gak
XP_006499553	Exd1
XP_006499555	Exd1
XP_006499554	Exd1
XP_006506280	D6Wsu163e
XP_006495932	Tns1
XP_006495933	Tns1
XP_006495929	Tns1
XP_006495940	Tns1
XP_006495941	Tns1
XP_011236778	Tns1
XP_006495942	Tns1
XP_006495943	Tns1
XP_011236779	Tns1
XP_006495945	Tns1
XP_006495944	Tns1
XP_006495931	Tns1
XP_006495926	Tns1
XP_006495927	Tns1
XP_006495928	Tns1
XP_006495930	Tns1
XP_006495934	Tns1
XP_006495935	Tns1
XP_006495936	Tns1
XP_006495937	Tns1
XP_006495938	Tns1
XP_006533632	Xaf1
XP_006533631	Xaf1
XP_006533633	Xaf1
XP_006530258	P2rx4
XP_006530259	P2rx4
XP_006530257	P2rx4
XP_006538773	Tcea3
XP_006538774	Tcea3
XP_006538775	Tcea3
XP_006497931	Obp2a
XP_006497932	Obp2a
XP_006497934	Obp2a
XP_006497935	Obp2a
XP_006513448	Rdh5
XP_006513449	Rdh5
XP_006513450	Rdh5
XP_006532001	Mycbpap
XP_006541540	Enox2
XP_006541541	Enox2
XP_006541543	Enox2
XP_006541544	Enox2
XP_006541542	Enox2
XP_011249302	Enox2
XP_011249301	Enox2
XP_011249297	Enox2
XP_011249298	Enox2
XP_011249299	Enox2
XP_006541537	Enox2
XP_011249294	Enox2
XP_006500074	Esf1
XP_011246309	Cdh7
XP_006529669	Cdh7
XP_006529664	Cdh7
XP_006529674	Cdh7
XP_006529665	Cdh7
XP_006529673	Cdh7
XP_006529675	Cdh7
XP_006529668	Cdh7
XP_006529667	Cdh7
XP_006529666	Cdh7
XP_006529671	Cdh7
XP_006529663	Cdh7
XP_011246308	Cdh7
XP_006529672	Cdh7
XP_006529670	Cdh7
XP_011242458	Acyp1
XP_006516202	Acyp1
XP_011242448	BB287469
XP_011242449	BB287469
XP_006507377	Ctbp2
XP_006507378	Ctbp2
XP_006507371	Ctbp2
XP_006507372	Ctbp2
XP_006507375	Ctbp2
XP_006507374	Ctbp2
XP_006507373	Ctbp2
XP_006538020	Tex10
XP_006538018	Tex10
XP_006538019	Tex10
XP_006511058	Tcf12
XP_006511059	Tcf12
XP_006511057	Tcf12
XP_006511061	Tcf12
XP_006511062	Tcf12
XP_006511060	Tcf12
XP_011241003	Tcf12
XP_006511065	Tcf12
XP_006511063	Tcf12
XP_011240221	Ankrd42
XP_006508296	Ankrd42
XP_011245635	1700017D01Rik
XP_006527386	1700017D01Rik
XP_006499802	Ppip5k1
XP_011237905	Ppip5k1
XP_011237906	Ppip5k1
XP_011237907	Ppip5k1
XP_011237908	Ppip5k1
XP_011237909	Ppip5k1
XP_011237910	Ppip5k1
XP_011237911	Ppip5k1
XP_011237912	Ppip5k1
XP_011237914	Ppip5k1
XP_011237915	Ppip5k1
XP_006499803	Ppip5k1
XP_011237922	Ppip5k1
XP_006499805	Ppip5k1
XP_006499804	Ppip5k1
XP_011237913	Ppip5k1
XP_011237916	Ppip5k1
XP_011237917	Ppip5k1
XP_011237918	Ppip5k1
XP_011237920	Ppip5k1
XP_006499806	Ppip5k1
XP_006499807	Ppip5k1
XP_011237919	Ppip5k1
XP_006513779	Agpat3
XP_006513782	Agpat3
XP_006513783	Agpat3
XP_006513784	Agpat3
XP_006513786	Agpat3
XP_006513781	Agpat3
XP_006513785	Agpat3
XP_006513780	Agpat3
XP_006521567	Tmem65
XP_006537621	Tgs1
XP_011249804	H2-M10.6
XP_011244825	H2-M10.6
XP_011248201	Coro2a
XP_011248202	Coro2a
XP_011248203	Coro2a
XP_011238280	Gm17359
XP_006507111	Arntl2
XP_006507112	Arntl2
XP_006507113	Arntl2
XP_006507118	Arntl2
XP_006507119	Arntl2
XP_006507116	Arntl2
XP_006507115	Arntl2
XP_006507117	Arntl2
XP_006507114	Arntl2
XP_006497671	Ppp2r4
XP_006532146	Cacna1g
XP_006532150	Cacna1g
XP_011246998	Cacna1g
XP_006532147	Cacna1g
XP_006532151	Cacna1g
XP_011246997	Cacna1g
XP_011246994	Cacna1g
XP_011246995	Cacna1g
XP_011246999	Cacna1g
XP_011246996	Cacna1g
XP_006532143	Cacna1g
XP_006532148	Cacna1g
XP_011247000	Cacna1g
XP_006532144	Cacna1g
XP_006532149	Cacna1g
XP_006532145	Cacna1g
XP_011246988	Cacna1g
XP_006532132	Cacna1g
XP_011246989	Cacna1g
XP_011246990	Cacna1g
XP_011246991	Cacna1g
XP_006532135	Cacna1g
XP_011246992	Cacna1g
XP_011246993	Cacna1g
XP_006532136	Cacna1g
XP_006532137	Cacna1g
XP_006532138	Cacna1g
XP_006532139	Cacna1g
XP_006532142	Cacna1g
XP_006532133	Cacna1g
XP_006539254	Paqr7
XP_006499133	Ssrp1
XP_006499861	Zfp335
XP_011237939	Zfp335
XP_011237940	Zfp335
XP_011237941	Zfp335
XP_006541275	Ush1c
XP_006535858	Fastk
XP_006530558	Snrnp35
XP_006530557	Snrnp35
XP_006518374	Prss51
XP_006518375	Prss51
XP_011243176	Prss51
XP_006537725	Nsmaf
XP_006537726	Nsmaf
XP_006537727	Nsmaf
XP_011248246	Nsmaf
XP_006537728	Nsmaf
XP_011243490	Prss55
XP_006497937	Sohlh1
XP_006514131	Nabp2
XP_006514130	Nabp2
XP_006514129	Nabp2
XP_011239156	Eln
XP_006504423	Eln
XP_011239157	Eln
XP_006498768	Elf5
XP_006498767	Elf5
XP_011247176	Cdkl3
XP_011247183	Cdkl3
XP_011247166	Cdkl3
XP_011247168	Cdkl3
XP_011247172	Cdkl3
XP_011247173	Cdkl3
XP_011247178	Cdkl3
XP_011247177	Cdkl3
XP_011247163	Cdkl3
XP_011247164	Cdkl3
XP_006532830	Cdkl3
XP_006532831	Cdkl3
XP_006532836	Cdkl3
XP_011247165	Cdkl3
XP_011247175	Cdkl3
XP_011247174	Cdkl3
XP_011247184	Cdkl3
XP_011247167	Cdkl3
XP_011247169	Cdkl3
XP_011247170	Cdkl3
XP_011247171	Cdkl3
XP_011247186	Cdkl3
XP_011247179	Cdkl3
XP_011247180	Cdkl3
XP_011247182	Cdkl3
XP_011247181	Cdkl3
XP_011247185	Cdkl3
XP_006532832	Cdkl3
XP_006532833	Cdkl3
XP_006532834	Cdkl3
XP_006532835	Cdkl3
XP_006537229	Camta2
XP_006537230	Camta2
XP_006532986	Camta2
XP_006537227	Camta2
XP_006532989	Camta2
XP_006532985	Camta2
XP_006537226	Camta2
XP_006537228	Camta2
XP_006532988	Camta2
XP_006532987	Camta2
XP_006532981	Camta2
XP_011247227	Camta2
XP_006537222	Camta2
XP_006537224	Camta2
XP_011249569	Camta2
XP_006532982	Camta2
XP_006537223	Camta2
XP_006532983	Camta2
XP_011237858	Prokr2
XP_011237860	Prokr2
XP_011237857	Prokr2
XP_006513087	Slc39a3
XP_011241561	Slc39a3
XP_006513088	Slc39a3
XP_006513089	Slc39a3
XP_006513090	Slc39a3
XP_011241562	Slc39a3
XP_006507023	Slco1a4
XP_011239886	Slco1a4
XP_011239887	Slco1a4
XP_011239888	Slco1a4
XP_006541529	Gm595
XP_006498892	Acot8
XP_006544162	Hist1h4i
XP_011247009	Socs3
XP_006529334	Sag
XP_006529335	Sag
XP_006529336	Sag
XP_006532904	Rufy1
XP_006541579	Hs6st2
XP_006530225	Dao
XP_006530224	Dao
XP_006504565	Alkbh4
XP_006504567	Alkbh4
XP_006504566	Alkbh4
XP_006504568	Alkbh4
XP_011246968	Acaca
XP_006532016	Acaca
XP_006532017	Acaca
XP_006532020	Acaca
XP_006532021	Acaca
XP_011246969	Acaca
XP_006532019	Acaca
XP_006532018	Acaca
XP_006534063	Mettl16
XP_006534061	Mettl16
XP_006534062	Mettl16
XP_006504927	Tecpr1
XP_006535307	Rassf6
XP_006535311	Rassf6
XP_006535306	Rassf6
XP_011247881	Rassf6
XP_006535309	Rassf6
XP_006535310	Rassf6
XP_006535304	Rassf6
XP_006535305	Rassf6
XP_006535308	Rassf6
XP_006513214	Pcdh15
XP_006513211	Pcdh15
XP_006513212	Pcdh15
XP_006513206	Pcdh15
XP_011241622	Pcdh15
XP_006513218	Pcdh15
XP_006513219	Pcdh15
XP_006504493	Orai2
XP_006504494	Orai2
XP_006504492	Orai2
XP_011237025	Obsl1
XP_011237022	Obsl1
XP_006496646	Obsl1
XP_011237023	Obsl1
XP_011237024	Obsl1
XP_006496649	Obsl1
XP_006503296	Elovl1
XP_006501928	Dap3
XP_006501929	Dap3
XP_006501930	Dap3
XP_006501931	Dap3
XP_006501926	Dap3
XP_006501927	Dap3
XP_006501932	Dap3
XP_006501925	Dap3
XP_355352	Gm14147
XP_006500584	Gm14147
XP_006500585	Gm14147
XP_011247029	Galr2
XP_011247030	Galr2
XP_011247031	Galr2
XP_011237017	Slc19a3
XP_006496643	Slc19a3
XP_011237018	Slc19a3
XP_006496642	Slc19a3
XP_006516756	Slc17a4
XP_006516757	Slc17a4
XP_006516758	Slc17a4
XP_006516759	Slc17a4
XP_006516760	Slc17a4
XP_006521989	Phldb2
XP_006521990	Phldb2
XP_006521991	Phldb2
XP_006521992	Phldb2
XP_006521983	Phldb2
XP_006521984	Phldb2
XP_011244160	Phldb2
XP_011244161	Phldb2
XP_006521985	Phldb2
XP_006521987	Phldb2
XP_006521988	Phldb2
XP_006521986	Phldb2
XP_006532932	Dhrs7b
